E (eV),sigma (barns)
1e-06,52.900342280490754
1.066733937734857e-06,51.218941957059926
1.137921293915314e-06,49.59098376511178
1.213859262690629e-06,48.01476908393256
1.2948648711459048e-06,46.488653282278186
1.3812763028320094e-06,45.011044002356506
1.4734543096198343e-06,43.58039949835236
1.5717837177731643e-06,42.19522702776133
1.676675034527701e-06,40.85408129385403
1.7885661618834618e-06,39.55556293764504
1.9079242247652652e-06,38.29831707779408
2.0352475211835757e-06,37.08103189691523
2.171067602537267e-06,35.90243727281924
2.3159514927431547e-06,34.761303453261014
2.4705040554568255e-06,33.65643977280907
2.635370519267393e-06,32.586693410498604
2.811239171408467e-06,31.550948186971727
2.998844231231031e-06,30.548123399849533
3.198968915434538e-06,29.577172696121192
3.4124487078528897e-06,28.637082980373396
3.6401748474461376e-06,27.72687335772085
3.883098049059609e-06,26.845594110335114
4.142232472483898e-06,25.992325706503678
4.418659956385941e-06,25.16617784118536
4.713534534786907e-06,24.366288507061093
5.028087254942475e-06,23.591823095110605
5.363631316739246e-06,22.841973523776698
5.721567555063252e-06,22.115957395808447
6.1033902880286215e-06,21.413017181903466
6.510693555481454e-06,20.7324194302976
6.945177773823689e-06,20.073454001477266
7.408656834939568e-06,19.43543332721582
7.903065678861349e-06,18.81769169316119
8.430468371788967e-06,18.21958454422557
8.993066723187632e-06,17.640487812053095
9.59320947793825e-06,17.079797263863536
1.0233402121916423e-05,16.536927871992237
1.0916317341936148e-05,16.01131320346911
1.1644806183726854e-05,15.502376383094141
1.2421909954526187e-05,15.009629500352927
1.3250872919979539e-05,14.532581786187734
1.4135155848353956e-05,14.070661513295153
1.507845045861051e-05,13.623415889333087
1.6084694832653552e-05,13.190387805781924
1.7158089856100067e-05,12.771162387158798
1.830311675620613e-05,12.365256822693079
1.952455581016861e-05,11.972206593815113
2.0827506301905144e-05,11.591675525327055
2.2217407810628824e-05,11.223240573386997
2.3700062920093303e-05,10.866487692211697
2.5281661443315004e-05,10.521125476855628
2.6968806263906926e-05,10.186749716531018
2.876854090190597e-05,9.862949215112328
3.068837891917639e-05,9.549452398428494
3.273633528715248e-05,9.245925780615005
3.492095984787272e-05,8.952046562156982
3.7251373008002096e-05,8.667505402285983
3.973730381485612e-05,8.392007583947136
4.238913057338783e-05,8.125273442999514
4.521792417370702e-05,7.867015568869828
4.8235494310014675e-05,7.6169648362136995
5.1454438783909244e-05,7.374857883161722
5.488819609789677e-05,7.1404482520447194
5.855110155867244e-05,6.913490900489485
6.245844712439617e-05,6.693749549848543
6.66265452458115e-05,6.480991996371297
7.107279696773412e-05,6.274996329853826
7.581576457522117e-05,6.075548383387318
8.087524908770458e-05,5.882440723704334
8.62723729246145e-05,5.695471848523603
9.20296680876041e-05,5.51444041978032
9.817117022752184e-05,5.339161765629034
0.00010472251898884355,5.169453035134524
0.00011171106505048242,5.00514183981068
0.00011916598430985587,4.846058127799149
0.0001271183996869029,4.692037235118387
0.00013560151105656334,4.542905418820852
0.0001446507338521647,4.398510314379078
0.00015430384691835647,4.258700570300866
0.00016460115023085513,4.123336241520676
0.00017558563314144687,3.9922742032833174
0.00018730315385064364,3.8653769506385074
